Date,Close,High,Low,Open,Volume,BTC-INR
2020-09-26,792322.9375,793964.625,786173.25,788258.5625,3453007702545,BTC-INR
2020-09-27,794132.5,796248.125,782904.0,792040.625,3961053849771,BTC-INR
2020-09-28,789998.0,807206.75,789346.3125,794231.5625,3523195435427,BTC-INR
2020-09-29,799537.4375,800626.375,785661.1875,789997.875,3434357063083,BTC-INR
2020-09-30,793039.1875,799730.3125,786841.4375,799480.625,3248126397692,BTC-INR
2020-10-01,777921.0625,800458.3125,766901.125,793830.625,2931868673426,BTC-INR
2020-10-02,775458.0,781406.125,765600.625,777948.125,3567984321045,BTC-INR
2020-10-03,773504.25,777141.875,770703.375,775393.875,3274607227728,BTC-INR
2020-10-04,782322.0625,783525.3125,772409.0,773585.75,5224369177716,BTC-INR
2020-10-05,789166.375,789178.6875,778878.125,782831.4375,3475759930575,BTC-INR
2020-10-06,780679.375,789476.25,774550.375,789383.3125,3137888250620,BTC-INR
2020-10-07,782445.125,783414.75,777823.0,780602.0625,2772151802549,BTC-INR
2020-10-08,799923.3125,802546.375,773526.0,782474.625,4639834763008,BTC-INR
2020-10-09,807276.125,810357.8125,793712.75,800819.3125,1663450979971,BTC-INR
2020-10-10,824196.0625,834837.4375,806727.625,806888.3125,1669204771338,BTC-INR
2020-10-11,831216.6875,833859.9375,823631.8125,824175.6875,1458010383089,BTC-INR
2020-10-12,847598.0,858097.1875,824034.5,831833.9375,1919154865435,BTC-INR
2020-10-13,838872.9375,847133.625,831402.875,847110.75,1779769924759,BTC-INR
2020-10-14,837731.9375,845284.3125,828964.625,839104.125,1766673797757,BTC-INR
2020-10-15,843431.0625,848900.8125,830131.0,837519.0625,1796665020298,BTC-INR
2020-10-16,831547.75,846780.875,823297.9375,843979.75,1882785323890,BTC-INR
2020-10-17,834190.1875,836258.375,828846.6875,831547.75,1405025070206,BTC-INR
2020-10-18,843384.5,843384.5,833417.375,834034.5625,1342800743994,BTC-INR
